country,state,city,code,taxRate
USA,CA,Tagus Ranch,,7.750
USA,CA,Tahoe City,,7.250
USA,CA,Tahoe Paradise,,7.250
USA,CA,Tahoe Valley,,7.250
USA,CA,Tahoe Vista,,7.250
USA,CA,Tahoma,,7.250
USA,CA,Talmage,,7.250
USA,CA,Tamal (San Quentin),,7.750
USA,CA,Tarzana (Los Angeles),,8.250
USA,CA,Taylorsville,,7.250
USA,CA,Tecate,,7.750
USA,CA,Tecopa,,7.750
USA,CA,Tehachapi,,7.250
USA,CA,Tehama,,7.250
USA,CA,Temecula,,7.750
USA,CA,Temple City,,8.250
USA,CA,Templeton,,7.250
USA,CA,Terminal Island (Los Angeles),,8.250
USA,CA,Termo,,7.250
USA,CA,Terra Bella,,7.750
USA,CA,Thermal,,7.750
USA,CA,Thornton,,7.750
USA,CA,Thousand Oaks,,7.250
USA,CA,Thousand Palms,,7.750
USA,CA,Three Rivers,,7.750
USA,CA,Tiburon,,7.750
USA,CA,Tierra Del Sol,,7.750
USA,CA,Tierrasanta (San Diego),,7.750
USA,CA,Tipton,,7.750
USA,CA,Tollhouse,,7.975
USA,CA,Toluca Lake (Los Angeles),,8.250
USA,CA,Tomales,,7.750
USA,CA,Toms Place,,7.250
USA,CA,Topanga (Los Angeles),,8.250
USA,CA,Topanga Park (Los Angeles),,8.250
USA,CA,Topaz,,7.250
USA,CA,Torrance,,8.250
USA,CA,Town Center,,7.750
USA,CA,Trabuco Canyon,,7.750
USA,CA,Tracy,,7.750
USA,CA,Tranquillity,,7.975
USA,CA,Traver,,7.750
USA,CA,Travis A.F.B. (Fairfield),,7.375
USA,CA,Tres Pinos,,7.250
USA,CA,Trinidad,,8.250
USA,CA,Trinity Center,,7.250
USA,CA,Trona,,7.750
USA,CA,Trowbridge,,7.250
USA,CA,Truckee,,7.875
USA,CA,Tujunga (Los Angeles),,8.250
USA,CA,Tulare,,8.250
USA,CA,Tulelake,,7.250
USA,CA,Tuolumne,,7.250
USA,CA,Tuolumne Meadows,,7.750
USA,CA,Tupman,,7.250
USA,CA,Turlock,,7.375
USA,CA,Tustin,,7.750
USA,CA,Twain,,7.250
USA,CA,Twain Harte,,7.250
USA,CA,Twentynine Palms,,7.750
USA,CA,Twin Bridges,,7.250
USA,CA,Twin Peaks,,7.750
USA,CA,Two Rock Coast Guard Station,,7.750
USA,CA,U.S.Naval Postgrad School (Monterey),,7.250
USA,CA,Ukiah,,7.750
USA,CA,Union City,,8.750
USA,CA,Universal City,,8.250
USA,CA,University,,7.750
USA,CA,University Park (Irvine),,7.750
USA,CA,Upland,,7.750
USA,CA,Upper Lake/ Upper Lake Valley,,7.250
USA,CA,Vacaville,,7.375
USA,CA,Val Verde Park,,8.250
USA,CA,Valencia (Santa Clarita),,8.250
USA,CA,Valinda,,8.250
USA,CA,Vallecito,,7.250
USA,CA,Vallejo,,7.375
USA,CA,Valley Center,,7.750
USA,CA,Valley Fair,,8.250
USA,CA,Valley Ford,,7.750
USA,CA,Valley Home,,7.375
USA,CA,Valley Springs,,7.250
USA,CA,Valley Village,,8.250
USA,CA,Valyermo,,8.250
USA,CA,Van Nuys (Los Angeles),,8.250
USA,CA,Vandenberg A.F.B,,7.750
USA,CA,Vasquez Rocks,,8.250
USA,CA,Venice (Los Angeles),,8.250
USA,CA,Ventucopa,,7.750
USA,CA,Ventura,,7.250
USA,CA,Verdugo City (Glendale),,8.250
USA,CA,Vernalis,,7.750
USA,CA,Vernon,,8.250
USA,CA,Veteran's Hospital (Los Angeles),,8.250
USA,CA,Victor,,7.750
USA,CA,Victorville,,7.750
USA,CA,Vidal,,7.750
USA,CA,View Park,,8.250
USA,CA,Villa Grande,,7.750
USA,CA,Villa Park,,7.750
USA,CA,Vina,,7.250
USA,CA,Vincent,,8.250
USA,CA,Vineburg,,7.750
USA,CA,Vinton,,7.250
USA,CA,Virgilia,,7.250
USA,CA,Visalia,,8.000
USA,CA,Vista Park,,7.250
USA,CA,Vista,,8.250
USA,CA,Volcano,,7.250
USA,CA,Volta,,7.250
USA,CA,Wallace,,7.250
USA,CA,Walnut Creek,,8.250
USA,CA,Walnut Grove,,7.750
USA,CA,Walnut Park,,8.250
USA,CA,Walnut,,8.250
USA,CA,Warm Spring (Fremont),,8.750
USA,CA,Warner Springs,,7.750
USA,CA,Wasco,,7.250
USA,CA,Waterford,,7.375
USA,CA,Watsonville,,8.250
USA,CA,Watts,,8.250
USA,CA,Waukena,,7.750
USA,CA,Wawona,,7.750
USA,CA,Weaverville,,7.250
USA,CA,Weed,,7.250
USA,CA,Weimar,,7.250
USA,CA,Weldon,,7.250
USA,CA,Wendel,,7.250
USA,CA,Weott,,7.250
USA,CA,West Covina,,8.250
USA,CA,West Hills (Los Angeles),,8.250
USA,CA,West Hollywood,,8.250
USA,CA,West Los Angeles (Los Angeles),,8.250
USA,CA,West Pittsburg,,8.250
USA,CA,West Point,,7.250
USA,CA,West Sacramento,,7.750
USA,CA,Westchester (Los Angeles),,8.250
USA,CA,Westend,,7.750
USA,CA,Westhaven,,7.250
USA,CA,Westlake (Los Angeles),,8.250
USA,CA,Westlake Village (Thousand Oaks),,7.250
USA,CA,Westlake Village,,8.250
USA,CA,Westley,,7.375
USA,CA,Westminster,,7.750
USA,CA,Westmorland,,7.750
USA,CA,Westport,,7.250
USA,CA,Westside,,7.375
USA,CA,Westwood,,7.250
USA,CA,Westwood (Los Angeles),,8.250
USA,CA,Wheatland,,7.250
USA,CA,Wheeler Ridge,,7.250
USA,CA,Whiskeytown,,7.250
USA,CA,Whispering Pines,,7.250
USA,CA,White Pines,,7.250
USA,CA,Whitethorn,,7.250
USA,CA,Whitewater,,7.750
USA,CA,Whitlow,,7.250
USA,CA,Whitmore,,7.250
USA,CA,Whittier,,8.250
USA,CA,Wildomar,,7.750
USA,CA,Wildwood,,7.250
USA,CA,Williams,,7.750
USA,CA,Willits,,7.750
USA,CA,Willow Creek,,7.250
USA,CA,Willow Ranch,,7.250
USA,CA,Willowbrook,,8.250
USA,CA,Willows,,7.250
USA,CA,Wilmington (Los Angeles),,8.250
USA,CA,Wilseyville,,7.250
USA,CA,Wilsona Gardens,,8.250
USA,CA,Wilton,,7.750
USA,CA,Winchester,,7.750
USA,CA,Windsor Hills,,8.250
USA,CA,Windsor,,7.750
USA,CA,Winnetka (Los Angeles),,8.250
USA,CA,Winterhaven,,7.750
USA,CA,Winters,,7.250
USA,CA,Winton,,7.250
USA,CA,Wishon,,7.750
USA,CA,Witter Springs,,7.250
USA,CA,Wofford Heights,,7.250
USA,CA,Woodacre,,7.750
USA,CA,Woodbridge,,7.750
USA,CA,Woodfords,,7.250
USA,CA,Woodlake,,7.750
USA,CA,Woodland,,7.750
USA,CA,Woodland Hills (Los Angeles),,8.250
USA,CA,Woodleaf,,7.250
USA,CA,Woodside,,8.250
USA,CA,Woodville,,7.750
USA,CA,Woody,,7.250
USA,CA,Wrightwood,,7.750
USA,CA,Yankee Hill,,7.250
USA,CA,Yermo,,7.750
USA,CA,Yettem,,7.750
USA,CA,Yolo,,7.250
USA,CA,Yorba Linda,,7.750
USA,CA,Yorkville,,7.250
USA,CA,Yosemite Lodge,,7.750
USA,CA,Yosemite National Park,,7.750
USA,CA,Yountville,,7.750
USA,CA,Yreka,,7.250
USA,CA,Yuba City,,7.250
USA,CA,Yucaipa,,7.750
USA,CA,Yucca Valley,,7.750
USA,CA,Zamora,,7.250
USA,CA,Zenia,,7.250
